Anabaena variabilis ATCC 29413,240292
Haliscomenobacter hydrossis DSM 1100,760192
Haemophilus influenzae 10810,862964
Haemophilus influenzae F3031,866630
Haemophilus influenzae R2846,262727
Haemophilus influenzae R2866,262728
Hippea maritima DSM 10411,760142
Haemophilus parainfluenzae T3T1,862965
Halanaerobium praevalens DSM 2228,572479
Helicobacter pylori 2017,985081
Helicobacter pylori 2018,985080
Helicobacter pylori 35A,585535
Helicobacter pylori 83,585538
Helicobacter pylori 908,869727
Helicobacter pylori B8,693745
Helicobacter pylori Cuz20,765964
Helicobacter pylori F16,866344
Helicobacter pylori F30,866345
Helicobacter pylori F32,102608
Helicobacter pylori F57,866346
Helicobacter pylori Gambia94/24,907240
Helicobacter pylori India7,907238
Helicobacter pylori Lithuania75,907237
Helicobacter pylori PeCan4,765963
Helicobacter pylori Puno120,1055528
Helicobacter pylori Puno135,1055529
Helicobacter pylori SJM180,765962
Helicobacter pylori SNT49,1055530
Helicobacter pylori Sat464,794851
Helicobacter pylori SouthAfrica7,907239
Hyphomicrobium sp. MC1,717785
Intrasporangium calvum DSM 43043,710696
Isosphaera pallida ATCC 43644,575540
Ilyobacter polytropus DSM 2926,572544
Isoptericola variabilis 225,743718
Krokinobacter sp. 4H-3-7-5,983548
Klebsiella pneumoniae KCTC 2242,1049565
Kitasatospora setae KM-6054,452652
Ketogulonigenium vulgarum WSH-001,759362
Ketogulonicigenium vulgare Y25,880591
Lactobacillus acidophilus 30SC,891391
Lacinutrix sp. 5H-3-7-4,983544
Lactobacillus amylovorus GRL1118,695562
Lactobacillus amylovorus GRL 1112,695560
Vibrio anguillarum 775,882102
Lactobacillus buchneri NRRL B-30929,511437
Leadbetterella byssophila DSM 17132,649349
Lactobacillus casei BD-II,998820
Lactobacillus casei LC2W,999378
Lactobacillus delbrueckii subsp. bulgaricus 2038,353496
Lactobacillus delbrueckii subsp. bulgaricus ND02,767455
Leuconostoc sp. C2,979982
Lactococcus garvieae ATCC 49156,420889
Lactococcus garvieae Lg2,420890
Leuconostoc gasicomitatum LMG 18811,762550
Lactobacillus helveticus H10,767462
Lactobacillus johnsonii DPC 6026,909954
Lactobacillus kefiranofaciens ZW3,1033837
Lactococcus lactis subsp. lactis CV56,929102
Listeria monocytogenes 10403S,393133
Listeria monocytogenes Finland 1988,393127
Listeria monocytogenes J0161,393130
Listeria monocytogenes L99,563174
Listeria monocytogenes M7,1030009
Listeria monocytogenes FSL R2-561,393126
Lactobacillus plantarum subsp. plantarum ST-III,889932
Legionella pneumophila 130b,866628
Lactobacillus reuteri SD2112,491077
Lactobacillus sanfranciscensis TMW 1.1304,
Candidatus Liberibacter solanacearum CLso-ZC1,658172
Marinobacter adhaerens HP15,225937
Micavibrio aeruginosavorus ARL-13,856793
Mycobacterium africanum GM041182,572418
Mahella australiensis 50-1 BON,697281
Mycoplasma bovis Hubei-1,956483
Mycoplasma bovis PG45,289397
Mycobacterium bovis BCG str. Moreau RDJ,413996
Mycobacterium canettii CIPT 140010059,1048245
Mesorhizobium ciceri biovar biserrulae WSM1271,765698
Candidatus Moranella endobia PCIT,903503
Methylovorus sp. MP688,887061
Mycoplasma fermentans JER,637387
Mycoplasma fermentans M64,943945
Myxococcus fulvus HW-1,483219
Mycoplasma haemofelis str. Langford 1,941640
Mycoplasma haemofelis Ohio2,859194
Marinithermus hydrothermalis DSM 14884,869210
Mycoplasma hyopneumoniae 168,907287
Mycoplasma hyorhinis MCLD,936139
Micromonospora sp. L5,648999
Mycoplasma leachii 99/014/6,866629
Mycoplasma leachii PG50,880447
Marinomonas mediterranea MMB-1,717774
Methylomonas methanica MC09,857087
Candidatus Midichloria mitochondrii IricVA,696127
Mycoplasma mycoides subsp. capri str. GM12 transgenic clone tetM-lacZ,
Mesorhizobium opportunistum WSM2075,536019
Microlunatus phosphovorus NM-1,1032480
Melissococcus plutonius ATCC 35311,940190
Marinomonas posidonica IVIA-Po-181,491952
Mycoplasma putrefaciens KS1,743965
Muricauda ruestringensis DSM 13258,886377
Mycoplasma suis,57372
Mycoplasma suis str. Illinois,768700
Microbacterium testaceum StLB037,979556
Marivirga tractuosa DSM 4126,643867
Mycobacterium tuberculosis KZN 4207,478433
Mycobacterium tuberculosis CCDC5079,443149
Mycobacterium tuberculosis CCDC5180,443150
Mycobacterium tuberculosis CTRI-2,707235
Mycobacterium sp. JDM601,875328
Mycobacterium sp. Spyr1,278137
Neisseria gonorrhoeae TCDC-NG08107,940296
Nitrosomonas sp. AL212,153948
Nitrosomonas sp. Is79A3,261292
Neisseria lactamica 020-06,489653
Neisseria meningitidis G2136,935599
Neisseria meningitidis H44/76,909420
Neisseria meningitidis M01-240149,935591
Neisseria meningitidis M01-240355,935588
Neisseria meningitidis M04-240196,935593
Neisseria meningitidis NZ-05/33,935589
Neisseria meningitidis alpha710,630588
Novosphingobium sp. PP1Y,702113
Nitratifractor salsuginis DSM 16511,749222
Oligotropha carboxidovorans OM4,1031710
Oceanithermus profundus DSM 14977,670487
Odoribacter splanchnicus DSM 20712,709991
Parachlamydia acanthamoebae UV7,765952
Propionibacterium acnes 266,909952
Propionibacterium acnes 6609,1031709
Pseudomonas aeruginosa M18,941193
Pantoea ananatis AJ13355,932677
Pantoea sp. At-9b,592316
Porphyromonas asaccharolytica DSM 20707,879243
Pseudomonas brassicacearum subsp. brassicacearum NFM421,994484
Prevotella denticola F0289,767031
Paracoccus denitrificans SD1,1051075
Pseudonocardia dioxanivorans CB1190,675635
Candidatus Pelagibacter sp. IMCC9063,1002672
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,754252
Pseudomonas fulva 12-X,743720
Polymorphum gilvum SL003B-26A1,991905
Porphyromonas gingivalis TDC60,1030843
Pseudomonas mendocina NK-01,1001585
Paenibacillus mucilaginosus KNP414,1036673
Paenibacillus polymyxa M1,1052684
Paenibacillus polymyxa SC2,886882
Paludibacter propionicigenes WB4,694427
Pseudomonas putida BIRD-1,931281
Pseudomonas putida S16,1042876
Pedobacter saltans DSM 12145,762903
Pseudoalteromonas sp. SM9913,234831
Pseudomonas stutzeri ATCC 17588 = LMG 11199,96563
Pseudomonas stutzeri DSM 4166,996285
Pseudoxanthomonas suwonensis 11-1,743721
Pusillimonas sp. T7-7,1007105
Pantoea vagans C9-1,712898
Rahnella sp. Y9602,2703885
Ruminococcus albus 7,697329
Riemerella anatipestifer DSM 15868,693978
Riemerella anatipestifer RA-GD,992406
Rothia dentocariosa ATCC 17931,762948
Rickettsia heilongjiangensis 054,"('226665', '054')"
Roseburia hominis A2-183,585394
Roseobacter litoralis Och 149,391595
Rhodothermus marinus SG0.5JP17-172,762570
Rhodopseudomonas palustris DX-1,652103
Rickettsia prowazekii Rp22,449216
Rhodospirillum rubrum F11,1036743
Runella slithyformis DSM 19594,761193
Ralstonia solanacearum Po82,1031711
Ramlibacter tataouinensis TTB310,365046
Rhodomicrobium vannielii ATCC 17100,648757
Sulfobacillus acidophilus TPY,1051632
Stigmatella aurantiaca DW4/3-1,378806
Staphylococcus aureus subsp. aureus ECT-R 2,889933
Staphylococcus aureus subsp. aureus T0131,1006543
Staphylococcus aureus subsp. aureus TCH60,548473
Sulfurimonas autotrophica DSM 16294,563040
Shewanella baltica BA175,693974
Shewanella baltica OS117,693970
Shewanella baltica OS678,693973
Spirochaeta caldaria DSM 7334,744872
Streptomyces cattleya NRRL 8057,1003195
Sphingobium chlorophenolicum L-1,690566
Spirochaeta coccoides DSM 17374,760011
Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,663954
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,909946
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,990282
Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,568708
Streptococcus equi subsp. zooepidemicus ATCC 35246,1051072
Serratia sp. AS12,768490
Serratia sp. AS13,768493
Serratia sp. AS9,768492
Streptomyces flavogriseus ATCC 33331,591167
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,981539
Syntrophobotulus glycolicus DSM 8271,645991
Sulfuricurvum kujiense DSM 16994,709032
Staphylococcus lugdunensis N920143,1034809
Sinorhizobium meliloti AK83,693982
Sinorhizobium meliloti BL225C,698936
Sinorhizobium meliloti SM11,707241
Simkania negevensis Z,331113
Streptococcus oralis Uo5,927666
Streptococcus parauberis KCTC 11537,936154
Streptococcus parasanguinis ATCC 15912,760570
Streptococcus pasteurianus ATCC 43144,981540
Sphingobacterium sp. 21,743722
Sphingobium sp. SYK-6,627192
Staphylococcus pseudintermedius ED99,984892
Staphylococcus pseudintermedius HKU10-03,937773
Streptococcus pseudopneumoniae IS7493,1054460
Shewanella putrefaciens 200,399804
Streptococcus salivarius 57.I,1046629
Streptococcus salivarius CCHSS3,1048332
Solibacillus silvestris StLB046,1002809
Selenomonas sputigena ATCC 35185,546271
Streptococcus suis JS14,945704
Streptococcus suis ST3,1007064
Spirochaeta thermophila DSM 6578,869211
Streptococcus thermophilus JIM 8232,1051074
Streptococcus thermophilus ND03,767463
Streptomyces sp. SirexAA-E,862751
Streptomyces violaceusniger Tu 4113,653045
Synechocystis sp. PCC 6803 GT-S,"('1148', 'GT-S')"
Thermovibrio ammonificans HB-1,648996
Treponema azotonutricium ZAS-9,545695
Thermoanaerobacter brockii subsp. finnii Ako-1,509193
Thioalkalimicrobium cyclicum ALM1,717773
Tepidanaerobacter sp. Re1,1209989
Taylorella equigenitalis MCE9,937774
Thermodesulfobacterium sp. OPB45,795359
Thermoanaerobacter sp. X513,573062
Thermodesulfatator indicus DSM 15286,667014
Thermaerobacter marianensis DSM 12885,644966
Thermodesulfobium narugense DSM 14796,747365
Treponema primitia ZAS-2,545694
Terriglobus saanensis SP1PR4,401053
Thermus scotoductus SA-01,743525
Thermotoga thermarum DSM 5069,688269
Thermus thermophilus SG0.5JP17-16,762633
Thermoanaerobacter wiegelii Rt8.B1,697303
Thermoanaerobacterium xylanolyticum LX-11,858215
Vibrio cholerae LMA3894-4,935297
Vibrio furnissii NCTC 11218,903510
Verrucosispora maris AB-18-032,263358
Variovorax paradoxus EPS,595537
Vibrio vulnificus MO6-24/O,914127
Weissella koreensis KACC 15510,1045854
Weeksella virosa DSM 16922,865938
Xanthomonas axonopodis pv. citrumelo F1,"('189396', 'F1')"
Xanthomonas campestris pv. raphani 756C,990315
Xylella fastidiosa subsp. fastidiosa GB514,788929
Yersinia enterocolitica subsp. palearctica 105.5,"('150053', '105.5')"
Yersinia pestis biovar Medievalis str. Harbin 35,547048
Yersinia pestis A1122,1035377
Zymomonas mobilis subsp. pomaceae ATCC 29192,579138
Bacillus cereus NC7401,334406
Streptococcus intermedius JTH08,591365
Rickettsia japonica YH,652620
Salmonella enterica subsp. enterica serovar Typhimurium str.,"('90371', 'str.')"
Oscillibacter valericigenes Sjm18-20,693746
Tetragenococcus halophilus NBRC 12172,945021
Caldisericum exile AZM16c01,511051
Bradyrhizobium japonicum USDA 6,1037409
Pseudogulbenkiania sp. NH8B,748280
Synechocystis sp. PCC 6803 substr. GT-I,1080228
Synechocystis sp. PCC 6803 substr. PCC-N,1080229
Synechocystis sp. PCC 6803 substr. PCC-P,1080230
Bradyrhizobium sp. S23321,1404864
Pseudomonas aeruginosa NCGM2.S1,1089456
Melissococcus plutonius DAT561,1090974
Corynebacterium ulcerans 0102,996634
Selenomonas ruminantium subsp. lactilytica TAM6421,927704
Mycoplasma pneumoniae 309,1112856
Actinoplanes missouriensis 431,512565
Rubrivivax gelatinosus IL144,983917
Streptococcus mutans LJ23,1155071
Caldilinea aerophila DSM 14535 = NBRC 104270,926550
Leptospirillum ferrooxidans C2-3,1162668
Helicobacter cinaedi PAGU611,1172562
Leptospira interrogans serovar Lai str. IPAV,573825
Pasteurella multocida subsp. multocida str. 3480,584721
Escherichia blattae DSM 4481,630626
Mycoplasma mycoides subsp. capri str. GM12 transgenic clone deltatypeIIIres,
Escherichia coli Xuzhou21,741093
Mycobacterium tuberculosis KZN 605,478435
Caulobacter segnis ATCC 21756,509190
Mycoplasma bovis HB0801,767465
Bacillus anthracis str. H9401,768494
Mycobacterium bovis BCG str. Mexico,717522
Deinococcus gobiensis I-0,745776
Escherichia coli str. 'clone D i2',885276
Escherichia coli str. 'clone D i14',885275
Escherichia coli P12b,910348
Serratia symbiotica str. 'Cinara cedri',568817
Chlamydia trachomatis A2497,580047
Rickettsia slovaca 13-B,941638
Streptococcus suis A7,993512
Streptococcus suis SS12,1005041
Streptococcus suis D9,1005042
Streptococcus suis D12,1004952
Streptococcus suis ST1,1004951
Propionibacterium propionicum F0230a,767029
Oligotropha carboxidovorans OM5; DSM:1227,"('504832', 'DSM:1227')"
Saprospira grandis str. Lewin,984262
Burkholderia pseudomallei 1026b,884204
Zymomonas mobilis subsp. mobilis ATCC 10988,555217
Enterobacter cloacae EcWSU1,1045856
Bacillus subtilis subsp. spizizenii TU-B-10,"('96241', 'TU-B-10')"
Bacillus subtilis subsp. subtilis str. RO-NN-1,1052588
Brucella melitensis NI,1029825
Helicobacter pylori ELS37,1055527
Turneriella parva DSM 21527,869212
Emticicia oligotrophica DSM 17448,929562
Escherichia coli KO11FL,595495
Phaeobacter gallaeciensis 2.10,383629
Phaeobacter gallaeciensis DSM 17395,391619
Acetobacterium woodii DSM 1030,931626
Pasteurella multocida 36950,1075089
Legionella pneumophila subsp. pneumophila str. Hextuple_2q,1081094
Legionella pneumophila subsp. pneumophila str. Hextuple_3a,1081095
Lactobacillus ruminis ATCC 27782,1069534
Staphylococcus aureus subsp. aureus VC40,1028799
Escherichia coli O7:K1 str. CE10,
Pseudomonas fluorescens A506,1037911
Staphylococcus aureus subsp. aureus 71193,1155084
Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS507,
Francisella tularensis subsp. tularensis TIGB03,1001542
Francisella tularensis subsp. tularensis TI0902,1001534
Mycobacterium chubuense NBB4,710421
Xanthomonas oryzae pv. oryzicola BLS256,383407
Acidaminococcus intestini RyC-MR95,568816
Taylorella asinigenitalis MCE3,1008459
Glaciecola nitratireducens FR1064,1085623
Corynebacterium pseudotuberculosis CIP 52.97,935697
Corynebacterium pseudotuberculosis 42/02-A,1087453
Clostridium clariflavum DSM 19732,720554
Vibrio cholerae O1 str. 2010EL-1786,914149
Pelagibacterium halotolerans B2,1082931
Corynebacterium pseudotuberculosis 316,1074485
Corynebacterium pseudotuberculosis 1/06-A,1087454
Propionibacterium acnes ATCC 11828,1091045
Pantoea ananatis PA13,1095774
Burkholderia sp. YI23,1097668
Pseudoxanthomonas spadix BD-a59,1045855
Lactobacillus rhamnosus ATCC 8530,
Thermovirga lienii DSM 17291,580340
Aggregatibacter actinomycetemcomitans ANH9381,754507
Leuconostoc mesenteroides subsp. mesenteroides J18,1107880
Paenibacillus terrae HPL-003,985665
Desulfosporosinus orientis DSM 765,768706
Escherichia coli O55:H7 str. RM12579,
Gordonia polyisoprenivorans VH2,1112204
Streptococcus parasanguinis FW213,1114965
Geobacillus thermoleovorans CCB_US3_UF5,1111068
Thermus sp. CCB_US3_UF1,1111069
Brucella suis VBI22,1112912
Granulicella mallensis MP5ACTX8,682795
Lactococcus lactis subsp. cremoris A76,1104322
Pediococcus claussenii ATCC BAA-344,701521
Pseudovibrio sp. FO-BEG1,911045
Pseudomonas aeruginosa DK2,1093787
Pseudomonas fluorescens F113,1114970
Borrelia garinii BgVir,1081646
Corynebacterium pseudotuberculosis 3/99-5,1087452
Dechlorosoma suillum PS,640081
Thiocystis violascens DSM 198,765911
Owenweeksia hongkongensis DSM 17368,926562
Staphylococcus aureus subsp. aureus M013,1118959
Mycobacterium rhodesiae NBB3,710685
Actinoplanes sp. SE50/110,134676
Oceanimonas sp. GK1,511062
Brucella canis HSK A52141,1104321
Brucella abortus A13334,1104320
Niastella koreensis GR20-10,700598
Sulfobacillus acidophilus DSM 10332,679936
Thermoanaerobacterium saccharolyticum JW/SL-YS485,1094508
Bacillus cereus F837/76,347495
Tannerella forsythia ATCC 43037,28112
Legionella pneumophila subsp. pneumophila ATCC 43290,933093
Staphylococcus aureus subsp. aureus 11819-97,1123523
Propionibacterium acnes TypeIA2 P.acn33,1114966
Propionibacterium acnes TypeIA2 P.acn17,1114967
Propionibacterium acnes TypeIA2 P.acn31,1114969
Anaerobaculum mobile DSM 13181,891968
Mycoplasma haemocanis str. Illinois,1111676
Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630
Corynebacterium diphtheriae 31A,698962
Corynebacterium diphtheriae 241,698966
Corynebacterium diphtheriae INCA 402,698972
Corynebacterium diphtheriae BH8,698973
Corynebacterium diphtheriae C7,3065438
Corynebacterium diphtheriae CDCE 8392,698965
Corynebacterium diphtheriae HC01,698967
Corynebacterium diphtheriae HC02,698968
Corynebacterium diphtheriae HC03,698969
Corynebacterium diphtheriae HC04,698970
Corynebacterium diphtheriae PW8,698964
Corynebacterium diphtheriae VA01,698971
Klebsiella oxytoca KCTC 1686,1006551
Streptomyces cattleya NRRL 8057 = DSM 46488,29303
Desulfovibrio desulfuricans ND132,641491
Desulfovibrio africanus str. Walvis Bay,690850
Flavobacterium columnare ATCC 49512,1041826
Mycoplasma hyorhinis GDL-1,1129369
Mycobacterium tuberculosis RGTB327,1091500
Mycobacterium tuberculosis RGTB423,1091501
Paenibacillus mucilaginosus 3016,1116391
Tistrella mobilis KA081020-065,1110502
Vibrio sp. EJY3,1116375
Rahnella aquatilis CIP 78.65 = ATCC 33071,745277
Thermus thermophilus JL-18,798128
Marinitoga piezophila KA3,443254
Clostridium sp. BNL1100,755731
Fervidobacterium pennivorans DSM 9078,771875
Taylorella equigenitalis ATCC 35865,743973
Alistipes finegoldii DSM 17242,679935
Streptomyces hygroscopicus subsp. jinggangensis 5008,1133850
Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,1132507
Aequorivita sublithincola DSM 14238,746697
Belliella baltica DSM 15883,866536
Spirochaeta africana DSM 8902,889378
Ornithobacterium rhinotracheale DSM 15997,867902
Streptococcus infantarius subsp. infantarius CJ18,1069533
Rickettsia canadensis str. CA410,1105107
Rickettsia rickettsii str. Brazil,1105104
Rickettsia rickettsii str. Colombia,1105102
Rickettsia rickettsii str. Arizona,1105105
Rickettsia philipii str. 364D,481009
Rickettsia rickettsii str. Hino,1105100
Rickettsia rickettsii str. Hlp#2,1105101
Cronobacter sakazakii ES15,1138308
Pasteurella multocida subsp. multocida str. HN06,1132496
Wigglesworthia glossinidia endosymbiont of Glossina morsitans,36868
Rickettsia rickettsii str. Hauke,1105103
Rickettsia massiliae str. AZT80,1105112
Mycobacterium intracellulare ATCC 13950,487521
Mycobacterium intracellulare MOTT-02,1138382
Mycobacterium intracellulare MOTT-64,1138383
Vibrio cholerae IEC224,1134456
Bacillus amyloliquefaciens Y2,1155777
Sulfurospirillum barnesii SES-3,760154
Candidatus Rickettsia amblyommii str. GAT-30V,1105111
Rickettsia australis str. Cutlack,1105110
Rickettsia montanensis str. OSU 85-930,1105114
Rickettsia parkeri str. Portsmouth,1105108
Rickettsia rhipicephali str. 3-7-female6-CWPP,1105113
Flexibacter litoralis DSM 6794,880071
Desulfitobacterium dehalogenans ATCC 51507,756499
Solitalea canadensis DSM 3403,929556
Frateuria aurantia DSM 6220,767434
Enterococcus faecium Aus0004,1155766
Streptococcus pneumoniae ST556,1130804
Desulfomonile tiedjei DSM 6799,706587
Rickettsia slovaca str. D-CWPP,1105109
Terriglobus roseus DSM 18391,926566
Methylophaga sp. JAM7,754477
Corynebacterium pseudotuberculosis P54B96,1117942
Salmonella enterica subsp. enterica serovar Typhimurium str. 798,1008297
Riemerella anatipestifer ATCC 11845 = DSM 15868,693978
Corallococcus coralloides DSM 2259,1144275
Methylophaga sp. JAM1,754476
Rickettsia prowazekii str. Chernikova,1105094
Rickettsia prowazekii str. Katsinyian,1105095
Rickettsia prowazekii str. BuV67-CWPP,1105096
Rickettsia prowazekii str. Dachau,1105097
Rickettsia prowazekii str. GvV257,1105098
Rickettsia prowazekii str. RpGvF24,1105099
Rickettsia typhi str. TH1527,1003201
Rickettsia typhi str. B9991CWPP,1003202
Francisella noatunensis subsp. orientalis str. Toba 04,
Rahnella aquatilis HX2,1151116
Corynebacterium pseudotuberculosis 267,1089446
Listeria monocytogenes 07PF0776,1126011
Pectobacterium sp. SCC3193,1905730
Salmonella enterica subsp. enterica serovar Heidelberg str. B182,1160717
Ignavibacterium album JCM 16511,945713
Helicobacter pylori XZ274,1127122
Corynebacterium pseudotuberculosis 31,1087451
Paenibacillus mucilaginosus K02,997761
Borrelia crocidurae str. Achema,1155096
Helicobacter pylori Shi417,1163739
Helicobacter pylori Shi169,1163741
Helicobacter pylori Shi112,1163740
Helicobacter pylori PeCan18,1163742
Helicobacter cetorum MIT 00-7128,182217
Helicobacter cetorum MIT 99-5656,1163745
Helicobacter pylori HUP-B14,1163743
Providencia stuartii MRSN 2154,1157951
Mycobacterium sp. MOTT36Y,1168287
Bacillus sp. JS,1127744
Aggregatibacter actinomycetemcomitans D7S-1,694569
Streptococcus thermophilus MN-ZLW-002,1187956
Acinetobacter baumannii MDR-TJ,889738
Prevotella intermedia 17,246198
Enterococcus hirae ATCC 9790,768486
Mycoplasma gallisepticum VA94_7994-1-7P,1159197
Mycoplasma gallisepticum NC95_13295-2-2P,1159198
Mycoplasma gallisepticum NY01_2001.047-5-1P,1159200
Mycoplasma gallisepticum WI01_2001.043-13-2P,1159201
Mycoplasma gallisepticum NC06_2006.080-5-2P,1159202
Burkholderia sp. KJ006,416344
Mesotoga prima MesG1.Ag.4.2,660470
Corynebacterium pseudotuberculosis 258,1168865
secondary endosymbiont of Ctenarytaina eucalypti,1199245
Advenella kashmirensis WT001,1036672
Melioribacter roseus P3M,1191523
Sinorhizobium fredii USDA 257,1185652
Enterococcus faecium DO,333849
Pseudomonas putida ND6,231023
Desulfosporosinus meridiei DSM 13257,768704
Desulfosporosinus acidiphilus SJ4,646529
Corynebacterium pseudotuberculosis Cp162,1161911
Pseudomonas stutzeri CCUG 29243,1196835
Enterobacter cloacae subsp. dissolvens SDM,1104326
Klebsiella oxytoca E718,1191061
Mycobacterium massiliense str. GO 06,1198627
Mycoplasma wenyonii str. Massachusetts,1197325
Zymomonas mobilis subsp. mobilis ATCC 29191,627344
Candidatus Portiera aleyrodidarum BT-B,1206109
Pseudomonas stutzeri DSM 10701,1123519
Enterococcus faecalis D32,1206105
Candidatus Mycoplasma haemolamae str. Purdue,1212765
Pseudomonas putida DOT-T1E,1196325
Mycoplasma genitalium M2321,663918
Mycoplasma genitalium M6282,662946
Mycoplasma genitalium M6320,662945
Mycoplasma genitalium M2288,662947
Burkholderia cepacia GG4,1009846
Klebsiella pneumoniae subsp. pneumoniae 1084,1193292
Escherichia coli LF82,591946
Chlamydia trachomatis A2497 serovar A,
Rhodococcus equi 103S,685727
Clostridium difficile BI9,699032
Nocardia cyriacigeorgica GUH-2,1127134
Blastococcus saxobsidens DD2,1146883
Marinobacter hydrocarbonoclasticus ATCC 49840,1163748
Modestobacter marinus,477641
Mycoplasma hominis ATCC 23114,347256
Erwinia billingiae Eb661,634500
Thiomonas sp. 3As,426114
Mycoplasma agalactiae 5632,347258
Ralstonia solanacearum CFBP2957,859656
Ralstonia solanacearum PSI07,859657
gamma proteobacterium HdN1,83406
Azospirillum lipoferum 4B,862719
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597
Streptococcus pneumoniae OXC141,869215
Streptococcus pneumoniae INV200,869216
Streptococcus pneumoniae INV104,869269
Mycoplasma mycoides subsp. capri LC str. 95010,862259
Chlamydophila psittaci RD1,929557
Haemophilus influenzae F3047,935897
Flavobacterium branchiophilum FL-15,1034807
Legionella pneumophila subsp. pneumophila str. Lorraine,1046632
Legionella pneumophila subsp. pneumophila str. HL06041035,1046631
Listeria ivanovii subsp. ivanovii PAM 55,881621
Yersinia enterocolitica subsp. palearctica Y11,930944
Neisseria meningitidis WUE 2594,942513
Staphylococcus aureus subsp. aureus MSHR1132,985002
Staphylococcus aureus subsp. aureus LGA251,985006
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,990317
Helicobacter bizzozeronii CIII-1,1002804
Streptococcus salivarius JIM8777,347253
Salmonella bongori NCTC 12419,218493
Azospirillum brasilense Sp245,1064539
Chlamydia trachomatis E/SW3,1071759
Chlamydia trachomatis F/SW4,1071762
Chlamydia trachomatis F/SW5,1071763
Chlamydia trachomatis Ia/SotonIa3,1071767
Mycobacterium tuberculosis UT205,1097669
Candidatus Mycoplasma haemominutum 'Birmingham 1',
Streptococcus macedonicus ACA-DC 198,1116231
Shigella sonnei 53G,216599
Sinorhizobium fredii HH103,1117943
Bacillus amyloliquefaciens subsp. plantarum CAU B946,1114958
Pantoea ananatis LMG 5342,1123863
Staphylococcus aureus subsp. aureus HO 5096 0412,1074252
Halobacillus halophilus DSM 2266,866895
Stenotrophomonas maltophilia D457,1163399
Streptococcus dysgalactiae subsp. equisimilis RE378,617121
Amphibacillus xylanus NBRC 15112,698758
Ilumatobacter coccineum YM16-304,1313172
Lactobacillus brevis KB290,1001583
Lactococcus lactis subsp. lactis IO-1,1046624
Azoarcus sp. KH32C,748247
Escherichia coli str. K-12 substr. MDS42,1110693
Mycobacterium tuberculosis str. Erdman = ATCC 35801,652616
Helicobacter cinaedi ATCC BAA-847,537971
Bacillus subtilis BEST7613,1204343
Helicobacter pylori OK113,1248725
Helicobacter pylori OK310,1248726
Bradyrhizobium oligotrophicum S58,1245469
Burkholderia sp. RPE64,758793
Pseudomonas putida NBRC 14164,1211579
Corynebacterium diphtheriae NCTC 13129,257309
Bordetella pertussis Tohama I,257313
Nonlabens dokdonensis DSW-6,592029
Streptococcus pneumoniae gamPNI0373,697283
Lactobacillus helveticus CNRZ32,326425
Salmonella enterica subsp. enterica serovar Typhi str. Ty21a,527001
Mycobacterium indicus pranii MTCC 9506,1232724
Strawberry lethal yellows phytoplasma,97134
Chlamydophila psittaci Mat116,500464
Brachyspira pilosicoli P43/6/78,1042417
Gordonia sp. KTR9,337191
Leptospirillum ferriphilum ML-04,1048260
Bdellovibrio bacteriovorus str. Tiberius,1069642
Lactobacillus buchneri CD034,1071400
Thioflavicoccus mobilis 8321,765912
Exiguobacterium antarcticum B7,1087448
Thermoanaerobacterium thermosaccharolyticum M0795,698948
Pseudomonas stutzeri RCH2,644801
Mycobacterium smegmatis JS623,212767
Bartonella australis Aust/NH1,1094489
Bartonella vinsonii subsp. berkhoffii str. Winnie,1094497
Mycoplasma hyopneumoniae 168-L,1116211
Lactococcus lactis subsp. cremoris UC509.9,1111678
Pseudomonas protegens CHA0,1124983
Cycloclasticus sp. P1,385025
Thermus oshimai JL-2,751945
Thermobacillus composti KWC4,717605
Clostridium pasteurianum BC1,86416
Candidatus Uzinura diaspidicola str. ASNER,1133592
Desulfotomaculum gibsoniae DSM 7213,767817
Escherichia coli O104:H4 str. 2011C-3493,
Propionibacterium acnes HL096PA1,1134454
Escherichia coli O104:H4 str. 2009EL-2050,
Escherichia coli O104:H4 str. 2009EL-2071,
Clostridium acidurici 9a,1128398
Bacillus subtilis subsp. subtilis 6051-HGW,1147161
Desulfitobacterium dichloroeliminans LMG P-21439,871963
Echinicola vietnamensis DSM 17526,926556
Mycobacterium yongonense 05-1390,1138871
Mesorhizobium australicum WSM2073,754035
Halobacteroides halobius DSM 5150,748449
Deinococcus peraridilitoris DSM 19664,937777
Amycolatopsis orientalis HCCB10007,1156913
Alcanivorax dieselolei B5,930169
Rhodanobacter sp. 2APBS1,666685
Helicobacter pylori Aklavik86,1055532
Helicobacter pylori Aklavik117,1055531
Brachyspira pilosicoli B2904,1133568
Propionibacterium acidipropionici ATCC 4875,1171373
Cyanobium gracile PCC 6307,292564
Mycoplasma gallisepticum NC96_1596-4-2P,1159199
